"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ap3s2",0.00475627607647269,0.879021354701385,0.737,0.526,1,"IntP.A1","Ap3s2"
"Slc13a4",0.00476922246413045,2.1377904309659,0.263,0.085,1,"IntP.A1","Slc13a4"
"A430005L14Rik",0.00477793974249875,1.14035285979109,0.368,0.135,1,"IntP.A1","A430005L14Rik"
"Fnbp1.1",0.00487719394520161,-0.845823074960336,0.947,0.974,1,"IntP.A1","Fnbp1"
"Snx30.1",0.0048998178423032,0.606383069789892,0.632,0.31,1,"IntP.A1","Snx30"
"Diras2",0.00490806965786345,1.34556810641647,0.316,0.113,1,"IntP.A1","Diras2"
"Itga8.2",0.00520962649252601,-1.43140278195278,0.474,0.722,1,"IntP.A1","Itga8"
"Pawr.2",0.00524888930202589,0.521653645531695,0.737,0.408,1,"IntP.A1","Pawr"
"Calr3",0.00540573325101048,1.2689049576692,0.211,0.059,1,"IntP.A1","Calr3"
"Col8a1",0.00565364664518205,-2.05781231285938,0.526,0.693,1,"IntP.A1","Col8a1"
"Ccdc157",0.0057088014730742,1.33117195396612,0.211,0.057,1,"IntP.A1","Ccdc157"
"Wdr90",0.00577033234352698,1.69921541821178,0.474,0.244,1,"IntP.A1","Wdr90"
"Ppp1r17",0.00585017299959694,1.15449997040611,0.316,0.115,1,"IntP.A1","Ppp1r17"
"Col1a2",0.00588956195664135,1.03201250500784,0.316,0.11,1,"IntP.A1","Col1a2"
"Klf9.1",0.00592530947362919,-0.912174843150087,0.368,0.128,1,"IntP.A1","Klf9"
"Pcsk1.1",0.0060645942507154,1.04789582735106,0.684,0.517,1,"IntP.A1","Pcsk1"
"Chka.2",0.00611055330087111,-0.843970315268994,0.737,0.925,1,"IntP.A1","Chka"
"Adra1a",0.00612797775852965,0.361984266883597,0.105,0.017,1,"IntP.A1","Adra1a"
"Wwox.1",0.00615841967134418,-0.748897121495742,0.947,0.963,1,"IntP.A1","Wwox"
"Rpl15.1",0.00616135272162466,0.637274833283367,0.789,0.676,1,"IntP.A1","Rpl15"
"Akt1.1",0.00616587696675859,-1.79437522991783,0.474,0.668,1,"IntP.A1","Akt1"
"Rps21.1",0.00625637198325216,0.318352430781137,0.895,0.575,1,"IntP.A1","Rps21"
"Rprm",0.0062821678536199,0.765286690034379,0.105,0.017,1,"IntP.A1","Rprm"
"Arhgef3.2",0.00628586299945204,0.568261727992991,0.895,0.818,1,"IntP.A1","Arhgef3"
"Gabra5.1",0.00629102991089412,0.313360690281975,0.684,0.38,1,"IntP.A1","Gabra5"
"Ncoa1",0.00630670938745609,-1.43417146995668,0.684,0.772,1,"IntP.A1","Ncoa1"
"Nrp1.1",0.00632474897534563,0.801615249928934,0.789,0.499,1,"IntP.A1","Nrp1"
"Yipf4.1",0.00641132507083583,0.613114469475062,0.684,0.433,1,"IntP.A1","Yipf4"
"Slc1a6",0.0064227892869827,2.52712717057024,0.316,0.128,1,"IntP.A1","Slc1a6"
"Foxn4",0.00646851208980919,0.560416948520782,0.316,0.115,1,"IntP.A1","Foxn4"
"Slc29a4.1",0.00660573479618202,1.83849396235746,0.632,0.357,1,"IntP.A1","Slc29a4"
"Kcnab1.2",0.00661719098100177,-0.646876876105412,0.211,0.52,1,"IntP.A1","Kcnab1"
"St3gal3.1",0.00665075787764994,-1.10835451831749,0.895,0.906,1,"IntP.A1","St3gal3"
"Prdm1",0.0067229612835528,2.26669415573939,0.526,0.294,1,"IntP.A1","Prdm1"
"Psmf1.1",0.00674908675248567,0.360383443967277,0.579,0.273,1,"IntP.A1","Psmf1"
"Snap47",0.00679259950921481,0.845965202604463,0.368,0.156,1,"IntP.A1","Snap47"
"Scn3b.1",0.00680876338479661,1.23766859042089,0.526,0.248,1,"IntP.A1","Scn3b"
"Fgfr1",0.0068662026087094,0.849273629822398,0.632,0.334,1,"IntP.A1","Fgfr1"
"Fmo3.1",0.00696642196077834,0.344537277706687,0.263,0.086,1,"IntP.A1","Fmo3"
"Vamp3",0.00699265108056257,1.78174032045769,0.263,0.089,1,"IntP.A1","Vamp3"
"Cnga3.1",0.00704379370238763,1.01116969399226,0.526,0.233,1,"IntP.A1","Cnga3"
"Fkbp4.1",0.00706302979255275,-0.680574615130142,0.579,0.845,1,"IntP.A1","Fkbp4"
"Acot8.1",0.00706965709149957,-2.03104638352202,0.211,0.506,1,"IntP.A1","Acot8"
"Cd151",0.00707978513598844,0.906674184563699,0.632,0.401,1,"IntP.A1","Cd151"
"Cstf3.1",0.00710337442189873,0.873287401939847,0.737,0.519,1,"IntP.A1","Cstf3"
"Slc35b1.1",0.00711069276888983,1.1303535024632,0.579,0.315,1,"IntP.A1","Slc35b1"
"Rpl3",0.00711301603908308,0.768790506517925,0.789,0.66,1,"IntP.A1","Rpl3"
"Cpsf3.1",0.00725823287061363,-1.31067047952853,0.263,0.596,1,"IntP.A1","Cpsf3"
"Guf1",0.00728905355418203,-2.56987939651245,0.053,0.353,1,"IntP.A1","Guf1"
"Carhsp1.1",0.00730638120679562,-3.47622636909266,0.105,0.384,1,"IntP.A1","Carhsp1"
"Peak1",0.00733425938062668,-3.17698882694435,0.053,0.342,1,"IntP.A1","Peak1"
"Map7d2.2",0.00741765604323818,-0.429974168730304,0.947,0.995,1,"IntP.A1","Map7d2"
"Xrcc4.1",0.00750549229693789,0.466064662270959,0.947,0.877,1,"IntP.A1","Xrcc4"
"Ndufb4.1",0.0076125311911183,-0.952030911075024,0.684,0.889,1,"IntP.A1","Ndufb4"
"Cpne4.2",0.00769457586602726,0.492728410104734,1,0.93,1,"IntP.A1","Cpne4"
"Camkk1.1",0.00776882598508587,-3.6579422715878,0,0.281,1,"IntP.A1","Camkk1"
"Evl",0.00780255784834636,-0.972370385830161,0.895,0.86,1,"IntP.A1","Evl"
"Mmp17",0.00780560741468903,-2.73352602618936,0.105,0.399,1,"IntP.A1","Mmp17"
"Prkcd",0.00808032814004718,1.20418259735164,0.632,0.445,1,"IntP.A1","Prkcd"
"Sgk1.1",0.0081176864401267,-0.887200499198619,0.895,0.91,1,"IntP.A1","Sgk1"
"Dcun1d2.1",0.00811876333016615,-0.937093525347956,0.158,0.469,1,"IntP.A1","Dcun1d2"
"Nr6a1.1",0.0081837182212196,-2.76186439953786,0.211,0.485,1,"IntP.A1","Nr6a1"
"Pbrm1.1",0.00818755860572276,0.498495893235835,1,0.883,1,"IntP.A1","Pbrm1"
"Ccsap.1",0.0082148024983893,1.23796125427637,0.421,0.195,1,"IntP.A1","Ccsap"
"Med13.1",0.00825283354581663,-1.49866481893601,0.737,0.752,1,"IntP.A1","Med13"
"Fgd4.1",0.00827205883511262,0.458824609522051,1,0.928,1,"IntP.A1","Fgd4"
"Cadm1.2",0.00834518270496134,0.341910678930049,1,0.93,1,"IntP.A1","Cadm1"
"Gyg",0.00835285250276381,-0.867482167476035,0.737,0.864,1,"IntP.A1","Gyg"
"Dusp4",0.00837110713527014,1.73116156462706,0.211,0.062,1,"IntP.A1","Dusp4"
"Cplx1.2",0.00838362614349521,0.573181489246636,1,0.913,1,"IntP.A1","Cplx1"
"Park2.1",0.00842403157675648,-0.74196157357673,0.947,0.95,1,"IntP.A1","Park2"
"Lin7a.1",0.00847740841883402,0.601180452139618,0.895,0.697,1,"IntP.A1","Lin7a"
"Kcnj3.1",0.00849600273713491,-3.16661735451536,0.053,0.337,1,"IntP.A1","Kcnj3"
"Plcxd2.1",0.00849746448564726,0.918825275135075,0.316,0.118,1,"IntP.A1","Plcxd2"
"Psmg2",0.00850141278930365,0.796554924335535,0.842,0.582,1,"IntP.A1","Psmg2"
"Slc7a10",0.0085162032962995,1.60998645485946,0.105,0.019,1,"IntP.A1","Slc7a10"
"Slc2a13.1",0.00860127854899402,0.508618487539843,0.947,0.897,1,"IntP.A1","Slc2a13"
"Smoc2.1",0.00860314882947388,-3.08958801882728,0.105,0.403,1,"IntP.A1","Smoc2"
"Hipk2.1",0.00863472369113261,0.621829890520878,0.947,0.842,1,"IntP.A1","Hipk2"
"Galnt13.1",0.00891779812769013,-2.32356095778132,0.316,0.602,1,"IntP.A1","Galnt13"
"Slc24a2",0.00895827775882517,0.428887923366801,1,0.824,1,"IntP.A1","Slc24a2"
"Fhl5.1",0.00897875395910337,-3.0368355327045,0.053,0.333,1,"IntP.A1","Fhl5"
"St5",0.00897898029608218,0.854596071559624,0.737,0.521,1,"IntP.A1","St5"
"Rai14",0.00905196507401225,-2.93002397264505,0.053,0.344,1,"IntP.A1","Rai14"
"Opn3",0.009076126993885,2.01204582071379,0.263,0.097,1,"IntP.A1","Opn3"
"Hnf4a",0.00908382447834953,0.581077961762521,0.263,0.094,1,"IntP.A1","Hnf4a"
"Kcng3",0.00913182063587593,0.469465266894899,0.105,0.019,1,"IntP.A1","Kcng3"
"Car4.2",0.0092169707077432,-1.81772422595245,0.053,0.355,1,"IntP.A1","Car4"
"Snx13.1",0.00929171826091024,0.600581890970133,0.895,0.696,1,"IntP.A1","Snx13"
"Aimp1.1",0.00938192082216571,0.599588496256749,0.895,0.655,1,"IntP.A1","Aimp1"
"Mecom",0.00938403251350682,0.955336297647206,0.842,0.779,1,"IntP.A1","Mecom"
"Camk2n2.1",0.00939387341349084,0.655334252961894,0.526,0.252,1,"IntP.A1","Camk2n2"
"Itm2c",0.00947077612970965,0.856394139370534,0.684,0.414,1,"IntP.A1","Itm2c"
"Neu2.1",0.00955040672634488,-1.46205573790858,0.368,0.615,1,"IntP.A1","Neu2"
"Vipr1",0.00956215799952252,1.35293385692985,0.895,0.754,1,"IntP.A1","Vipr1"
"Ada",0.00965224484740714,1.58342448161205,0.368,0.171,1,"IntP.A1","Ada"
"Gabrb3",0.00974008084666987,1.36490626635632,0.632,0.409,1,"IntP.A1","Gabrb3"
"Rflna.1",0.00974541453532824,1.46747046077532,0.737,0.46,1,"IntP.A1","Rflna"
"Tdp1",0.00992917001559944,0.466786395048603,0.684,0.38,1,"IntP.A1","Tdp1"
"Lhx9.1",1.15291430139269e-47,2.94018626232475,0.558,0.031,1.3660881557202e-43,"IntP.A2","Lhx9"
"Nxph1.1",2.85385186472185e-33,4.41901577283235,1,0.362,3.38152907450892e-29,"IntP.A2","Nxph1"
"Stac.2",4.25797639451106e-24,2.35104726756772,0.977,0.411,5.04527622985615e-20,"IntP.A2","Stac"
"Sox6",7.98595180959179e-24,3.88386479288732,1,0.598,9.46255429918532e-20,"IntP.A2","Sox6"
"Grik3.1",3.49535880478147e-22,2.64633394922028,0.884,0.32,4.14165064778556e-18,"IntP.A2","Grik3"
"Nrxn3.2",1.07291932959292e-21,-2.44105654628277,0.791,0.995,1.27130211363465e-17,"IntP.A2","Nrxn3"
"Pcdh15.3",2.30902468615216e-21,1.80718931070166,0.977,0.613,2.7359633506217e-17,"IntP.A2","Pcdh15"
"Fam19a4.1",3.9861318661632e-21,1.49193338523727,0.884,0.263,4.72316764821677e-17,"IntP.A2","Fam19a4"
"Grin3a.2",1.03748336742989e-20,1.89021061619169,0.953,0.427,1.22931404206767e-16,"IntP.A2","Grin3a"
"Sorcs3.1",4.18617290979027e-20,2.49186366403163,0.93,0.577,4.9601962808105e-16,"IntP.A2","Sorcs3"
"Tshz2.2",4.04188396896448e-19,-4.47211521214566,0.628,0.928,4.78922831482601e-15,"IntP.A2","Tshz2"
"Gria4.2",2.13514420008451e-18,1.0156210223298,1,0.97,2.52993236268014e-14,"IntP.A2","Gria4"
"Rasd2",3.9868346836155e-18,2.7488032215084,0.326,0.035,4.72400041661601e-14,"IntP.A2","Rasd2"
"Pkib",7.13849646466006e-18,1.5692799166194,0.674,0.174,8.45840446097571e-14,"IntP.A2","Pkib"
"ENSMUSG00000043811.2",1.22539244458266e-17,1.9682820019234,0.884,0.413,1.45196750758599e-13,"IntP.A2","ENSMUSG00000043811"
"Sntb1.3",4.54337152657238e-17,2.35355121638306,0.744,0.26,5.38344092183561e-13,"IntP.A2","Sntb1"
"Adarb2.2",1.0043135434012e-16,-4.75147459247094,0.535,0.889,1.19001111757608e-12,"IntP.A2","Adarb2"
"Rit2.3",9.77748016564811e-16,1.81458213761044,0.953,0.558,1.15853362482764e-11,"IntP.A2","Rit2"
"Adgrl2.2",1.16888964840624e-15,0.985620713008439,1,0.952,1.38501734439656e-11,"IntP.A2","Adgrl2"
"Ntng1.3",2.23076635812832e-15,-1.58155372908638,0.581,0.955,2.64323505774625e-11,"IntP.A2","Ntng1"
"Synpr.2",2.62028672326471e-15,1.53321202033344,0.837,0.346,3.10477773839636e-11,"IntP.A2","Synpr"
"Megf10",3.22156375551159e-15,3.56351090201863,0.651,0.221,3.81723089390568e-11,"IntP.A2","Megf10"
"C1ql3.2",9.02611862521111e-15,-2.73540911078324,0.116,0.775,1.06950479590126e-10,"IntP.A2","C1ql3"
"Tcf12.1",1.18410107293344e-14,1.15074688224686,1,0.875,1.40304136131884e-10,"IntP.A2","Tcf12"
"Dach2.2",1.29437914549221e-14,1.63482895636271,0.953,0.731,1.53370984949372e-10,"IntP.A2","Dach2"
"Pxylp1.2",8.09049142876109e-14,1.6231094104537,0.907,0.432,9.58642329393901e-10,"IntP.A2","Pxylp1"
"Evx1.1",1.54334121233781e-13,1.64508794882927,0.256,0.028,1.82870500249907e-09,"IntP.A2","Evx1"
"Neto1.2",2.39422938293336e-13,1.16962834350414,1,0.613,2.83692239583773e-09,"IntP.A2","Neto1"
"Fam19a1.2",2.60850399106551e-13,1.33132347783235,0.953,0.74,3.09081637901352e-09,"IntP.A2","Fam19a1"
"Dpp10.2",3.62691730569701e-13,-1.54020587318728,0.767,0.952,4.29753431552039e-09,"IntP.A2","Dpp10"
"Syt1.2",3.95575296526329e-13,0.80274054379078,1,0.961,4.68717168854047e-09,"IntP.A2","Syt1"
"Plcb1.3",3.10157751252088e-12,0.887664889291957,1,0.959,3.675059194586e-08,"IntP.A2","Plcb1"
"Gucy1a2.2",4.10860272582505e-12,1.17494193791683,1,0.742,4.8682833698301e-08,"IntP.A2","Gucy1a2"
"Ntng2.3",6.13453657488122e-12,1.44776688183236,0.814,0.459,7.26881238757676e-08,"IntP.A2","Ntng2"
"Kalrn.2",6.69957023383403e-12,1.09261309040668,1,0.826,7.93832077006994e-08,"IntP.A2","Kalrn"
"Meis2.3",8.28034250603422e-12,0.724081661860878,1,0.934,9.81137783539995e-08,"IntP.A2","Meis2"
"Sema3d",8.91602998545509e-12,1.82573872035834,0.837,0.515,1.05646039297657e-07,"IntP.A2","Sema3d"
"Cpne4.3",1.04487889668278e-11,0.875119772487163,1,0.928,1.23807700467943e-07,"IntP.A2","Cpne4"
"Zfp385b.2",1.10432716716753e-11,1.21165965139183,0.977,0.79,1.3085172603768e-07,"IntP.A2","Zfp385b"
"Glis1",1.39024284822337e-11,1.85356139633289,0.884,0.622,1.64729875085988e-07,"IntP.A2","Glis1"
"Gfra1.2",2.30966084890654e-11,1.18904621786892,1,0.887,2.73671713986936e-07,"IntP.A2","Gfra1"
"Kcnip4.2",2.51860204171309e-11,-1.22161642098647,0.953,0.987,2.98429155922584e-07,"IntP.A2","Kcnip4"
"Irx1.1",3.24410496010338e-11,-4.39214136317738,0,0.571,3.84393996722649e-07,"IntP.A2","Irx1"
"Enpp2.1",6.06836006338679e-11,1.88272446635323,0.674,0.26,7.19039983910701e-07,"IntP.A2","Enpp2"
"Mgat4c.1",7.41010412070248e-11,0.900981379154523,1,0.852,8.78023237262036e-07,"IntP.A2","Mgat4c"
"Grm5.3",8.33346585832247e-11,0.766581676153264,1,0.924,9.87432369552629e-07,"IntP.A2","Grm5"
"Syt4.3",9.31572112543935e-11,0.962415022553927,0.953,0.589,1.10381979615331e-06,"IntP.A2","Syt4"
"Lrrc4c.2",1.58652461538432e-10,0.585119398649373,1,0.985,1.87987301676888e-06,"IntP.A2","Lrrc4c"
"Grik1.2",2.01071463295544e-10,-3.0102510717585,0.349,0.758,2.3824957685889e-06,"IntP.A2","Grik1"
"Ebf1.2",2.09870491447715e-10,0.739779958995779,1,0.909,2.48675545316398e-06,"IntP.A2","Ebf1"
"Luzp2",2.13245527149368e-10,1.02895465573881,0.977,0.828,2.52674625119286e-06,"IntP.A2","Luzp2"
"Runx1t1.1",2.20746833397508e-10,0.940617247805973,1,0.824,2.61562922892707e-06,"IntP.A2","Runx1t1"
"Grik2.1",2.52250914642182e-10,0.624294704646895,1,0.963,2.98892108759521e-06,"IntP.A2","Grik2"
"Zbtb7c.1",2.66656182614996e-10,1.72977991733261,0.791,0.473,3.15960910780509e-06,"IntP.A2","Zbtb7c"
"Thsd7b.2",3.77227699997721e-10,-3.16625866101787,0.488,0.812,4.469771017273e-06,"IntP.A2","Thsd7b"
"Khdrbs3.3",7.34102387537601e-10,0.888578921589741,0.977,0.625,8.69837918993304e-06,"IntP.A2","Khdrbs3"
"Crhr2.3",9.24970363337259e-10,-2.5330210648341,0.395,0.756,1.09599738351832e-05,"IntP.A2","Crhr2"
"Hs6st3",1.12739720606931e-09,1.49358373974163,0.279,0.05,1.33585294947152e-05,"IntP.A2","Hs6st3"
"Cdk14.3",1.26298524469334e-09,0.846720405916378,1,0.905,1.49651121643714e-05,"IntP.A2","Cdk14"
"Efemp1.1",1.29241893827224e-09,1.55432062303111,0.721,0.356,1.53138719995877e-05,"IntP.A2","Efemp1"
"Vim.1",1.47418854796702e-09,0.935175632720522,1,0.817,1.74676601048612e-05,"IntP.A2","Vim"
"Chgb.1",1.69193694432931e-09,-1.69734477892872,0.884,0.985,2.0047760853358e-05,"IntP.A2","Chgb"
"Eipr1.2",2.22958696019821e-09,0.93139729960469,1,0.877,2.64183758913886e-05,"IntP.A2","Eipr1"
"Hcn1.2",2.79511394335538e-09,0.872539948048725,0.953,0.815,3.31193051148179e-05,"IntP.A2","Hcn1"
"Cdh2.2",2.9923414562141e-09,0.725119138442456,1,0.856,3.54562539146809e-05,"IntP.A2","Cdh2"
"Edil3.2",3.1382896693457e-09,-1.04373141325572,0.977,0.976,3.71855942920772e-05,"IntP.A2","Edil3"
"Kcnh8.2",5.30625908473447e-09,-2.48603096648985,0.349,0.707,6.28738638950187e-05,"IntP.A2","Kcnh8"
"Ldlrad3.1",7.77594700760164e-09,1.43045343347124,0.721,0.387,9.21371960930718e-05,"IntP.A2","Ldlrad3"
"Sema6d.3",8.85458552619767e-09,0.68814107951837,1,0.92,0.000104917983899916,"IntP.A2","Sema6d"
"Alox5.1",1.04084870099163e-08,1.96402256768564,0.488,0.17,0.000123330162580499,"IntP.A2","Alox5"
"St8sia6.1",1.06597310450368e-08,1.09885667951162,0.814,0.41,0.000126307153152641,"IntP.A2","St8sia6"
"Tnr.2",1.46211057979374e-08,-1.54148692847722,0.465,0.805,0.00017324548259976,"IntP.A2","Tnr"
"Unc5d.1",1.51222349556606e-08,0.840150434223917,1,0.856,0.000179183361989622,"IntP.A2","Unc5d"
"Adcy8.2",1.53173844529617e-08,1.0713457801608,0.86,0.495,0.000181495688383143,"IntP.A2","Adcy8"
"Spock1.1",1.68929451352275e-08,-0.976465315159492,0.698,0.963,0.000200164506907311,"IntP.A2","Spock1"
"Prex2.1",1.79467893690835e-08,1.05779137591463,0.837,0.508,0.000212651507234271,"IntP.A2","Prex2"
"Opcml.1",1.99971661435675e-08,-1.11444466203771,0.953,0.997,0.000236946421635131,"IntP.A2","Opcml"
"Olfm1.1",2.0538269444563e-08,-0.903656620436397,0.93,0.992,0.000243357954648627,"IntP.A2","Olfm1"
"Cacna2d1.3",2.32743889342714e-08,0.507178924278322,1,0.964,0.000275778234482182,"IntP.A2","Cacna2d1"
"Fgf14.3",2.79576047749123e-08,0.464189058592971,1,0.92,0.000331269658977936,"IntP.A2","Fgf14"
"Gabre.1",3.63860756869503e-08,1.71924143779978,0.465,0.152,0.000431138610814674,"IntP.A2","Gabre"
"Brinp3.2",4.8615870133025e-08,0.60914647110635,1,0.886,0.000576049445206213,"IntP.A2","Brinp3"
"Unc5c.2",7.24754256608114e-08,-4.70809197237415,0.186,0.572,0.000858761318654955,"IntP.A2","Unc5c"
"Arhgap24.1",7.92162517902059e-08,0.875428730101808,0.953,0.754,0.00093863336746215,"IntP.A2","Arhgap24"
"Pdzrn3.2",9.08033436166078e-08,-1.66480353314853,0.372,0.738,0.00107592881851319,"IntP.A2","Pdzrn3"
"Epb41l4b.2",1.02848251577e-07,0.774390744991663,0.837,0.491,0.00121864893293588,"IntP.A2","Epb41l4b"
"Erbb4.2",1.17128878974113e-07,-1.03591522084814,0.977,0.988,0.00138786008696427,"IntP.A2","Erbb4"
"Nkain2.1",1.19482948016712e-07,0.643806104510821,1,0.99,0.00141575345105003,"IntP.A2","Nkain2"
"Prr16.2",1.29952012376762e-07,0.865206868847717,0.953,0.743,0.00153980139465225,"IntP.A2","Prr16"
"Sfrp2.2",1.69232163326227e-07,0.839948498926289,0.651,0.283,0.00200523190325246,"IntP.A2","Sfrp2"
"Dscaml1.1",2.06516696952599e-07,1.00133705577166,0.86,0.603,0.00244701634219135,"IntP.A2","Dscaml1"
"Tbr1.3",2.07033921462168e-07,-3.14042618657747,0,0.414,0.00245314493540523,"IntP.A2","Tbr1"
"Has2",2.10949171122292e-07,1.30864321769092,0.372,0.113,0.00249953672862804,"IntP.A2","Has2"
"Sema3a.1",2.13124227342028e-07,1.23522846297567,0.86,0.6,0.00252530896977569,"IntP.A2","Sema3a"
"Grpr",2.88283946803775e-07,2.21899046402277,0.256,0.059,0.00341587648567793,"IntP.A2","Grpr"
"Kcnq3.2",3.03138473116159e-07,0.648071117461634,1,0.844,0.00359188776795336,"IntP.A2","Kcnq3"
"Nrp1.2",3.04300626920102e-07,0.911730414630227,0.837,0.487,0.00360565812837629,"IntP.A2","Nrp1"
"Cdh11.3",3.40650112397486e-07,0.584345237459898,0.651,0.284,0.00403636318179781,"IntP.A2","Cdh11"
"Ncam2.3",4.07050802805054e-07,0.551796092630265,1,0.936,0.00482314496243708,"IntP.A2","Ncam2"
"Afap1l2.1",4.16385024100427e-07,0.774498310386009,0.698,0.395,0.00493374615056596,"IntP.A2","Afap1l2"
"A830018L16Rik",4.53920604483499e-07,1.66760901026364,0.744,0.44,0.00537850524252498,"IntP.A2","A830018L16Rik"
"Maf.2",4.84186749607194e-07,-1.6247186981135,0.605,0.821,0.00573712879609564,"IntP.A2","Maf"
"Lmx1a.1",4.87234651937938e-07,-3.39688361657486,0.093,0.47,0.00577324339081262,"IntP.A2","Lmx1a"
"Nsdhl",6.6365791747398e-07,1.78146429019578,0.302,0.082,0.00786368266414919,"IntP.A2","Nsdhl"
"Tmem47.2",8.13556809794002e-07,0.903192456077825,0.744,0.4,0.00963983463924913,"IntP.A2","Tmem47"
"Dgki.3",1.13290051964174e-06,0.548853462603779,1,0.959,0.0134237382572349,"IntP.A2","Dgki"
"Lamp5.3",1.15212976142257e-06,-1.41862389622919,0.442,0.814,0.0136515855430961,"IntP.A2","Lamp5"
"Ebf3.1",1.28405510383418e-06,-0.87162852770509,0.977,0.965,0.0152147689253312,"IntP.A2","Ebf3"
"Cntn3.3",1.34937888065965e-06,1.02332868078709,0.837,0.526,0.0159887903569362,"IntP.A2","Cntn3"
"Tmtc2.2",1.46371943634922e-06,0.76917947316047,1,0.83,0.0173436116013019,"IntP.A2","Tmtc2"
"Slc24a2.1",1.75947703041862e-06,0.533021922261388,1,0.819,0.0208480433334302,"IntP.A2","Slc24a2"
"Lnx2.1",2.14203373553597e-06,-3.45106922296404,0.233,0.539,0.0253809577323657,"IntP.A2","Lnx2"
"Tspan4.2",2.29525006576376e-06,0.626133163753484,1,0.986,0.0271964180292348,"IntP.A2","Tspan4"
"Sash1.2",2.38238039637979e-06,-0.754546144206765,0.535,0.825,0.0282288253167041,"IntP.A2","Sash1"
"Dlgap1.2",2.80560913403452e-06,-0.776018332981725,1,0.992,0.033243662629175,"IntP.A2","Dlgap1"
"Chrm3.3",2.87312846544906e-06,-0.916312590564683,0.93,0.932,0.034043699187106,"IntP.A2","Chrm3"
"Nlgn1.3",3.09380812774594e-06,0.54451860984762,1,0.941,0.0366585325056617,"IntP.A2","Nlgn1"
"St8sia4.2",3.18208046584555e-06,-1.82247308443929,0.256,0.594,0.0377044714398039,"IntP.A2","St8sia4"
"Cgnl1",3.3498665173387e-06,2.24481119110421,0.465,0.21,0.0396925683639463,"IntP.A2","Cgnl1"
"Tshz1.2",3.58765768234951e-06,1.19714378773343,0.651,0.368,0.0425101558781593,"IntP.A2","Tshz1"
"Fat4.3",3.83311733272917e-06,-3.36838453326536,0.442,0.661,0.045418607275508,"IntP.A2","Fat4"
"Plekhh1",4.47870882336217e-06,1.82866184889501,0.535,0.256,0.0530682208480183,"IntP.A2","Plekhh1"
"Kif26a",4.61331873773906e-06,0.791893928106187,0.791,0.532,0.0546632137234701,"IntP.A2","Kif26a"
"Fgfr3.1",4.62215920852006e-06,1.56312878885414,0.465,0.206,0.0547679644617542,"IntP.A2","Fgfr3"
"Kcnj6.1",4.98130756389172e-06,-1.06875006361497,0.837,0.923,0.059023513324553,"IntP.A2","Kcnj6"
"Arpp21.2",5.8731622632599e-06,0.402018064982741,1,0.949,0.0695910996573665,"IntP.A2","Arpp21"
"Zfp804a.2",6.00911305019856e-06,-1.01804275192701,0.907,0.976,0.0712019805318027,"IntP.A2","Zfp804a"
"Prdm1.1",6.51030324791542e-06,1.74299217222653,0.558,0.285,0.0771405831845498,"IntP.A2","Prdm1"
"Tfpi.2",6.96990747400575e-06,-1.37143497692384,0.558,0.793,0.0825864336594941,"IntP.A2","Tfpi"
"Stmn4.1",7.23950328545525e-06,0.967898406700277,0.605,0.301,0.0857808744293592,"IntP.A2","Stmn4"
"Astn2.2",7.57229952779751e-06,-0.951218704445532,0.628,0.888,0.0897241771048727,"IntP.A2","Astn2"
"Satb2.2",8.46116306835376e-06,-2.28858590903429,0.651,0.794,0.100256321196924,"IntP.A2","Satb2"
"Zfpm2",8.67441661311632e-06,1.54289510791298,0.814,0.626,0.102783162448815,"IntP.A2","Zfpm2"
"Cdh10.1",8.82789869896096e-06,0.697867540287009,0.953,0.751,0.104601771683988,"IntP.A2","Cdh10"
"Gulp1.2",8.93110906802471e-06,-1.18002721245366,0.535,0.783,0.105824711347025,"IntP.A2","Gulp1"
"Npas2",9.48906707167429e-06,0.785203303425404,0.767,0.452,0.112435955732269,"IntP.A2","Npas2"
"Fam135a.3",9.73178547697187e-06,0.695494796259842,1,0.887,0.11531192611664,"IntP.A2","Fam135a"
"Lrrtm4.1",9.75457794205639e-06,0.459052336890077,1,0.95,0.115581994035426,"IntP.A2","Lrrtm4"
"B3gat2.1",1.04326390339328e-05,0.934180783026354,0.674,0.411,0.12361633991307,"IntP.A2","B3gat2"
"Fto.1",1.04828820027269e-05,0.6901286911571,0.93,0.719,0.124211668850311,"IntP.A2","Fto"
"Nav2.1",1.13210641142995e-05,0.518149898468439,1,0.919,0.134143288690335,"IntP.A2","Nav2"
"St3gal6.2",1.24432405140703e-05,-1.42464881764233,0.349,0.668,0.147439956851218,"IntP.A2","St3gal6"
"Nell1.1",1.28149056963903e-05,-1.2737957366139,0.512,0.775,0.151843817596528,"IntP.A2","Nell1"
"Bank1.1",1.29113508563773e-05,1.53245162192386,0.721,0.478,0.152986596297215,"IntP.A2","Bank1"
"BC052040.1",1.29199731572106e-05,0.724393533119082,0.977,0.792,0.153088761939789,"IntP.A2","BC052040"
"Tcerg1l",1.41096548316147e-05,1.3876101531511,0.558,0.315,0.167185300099802,"IntP.A2","Tcerg1l"
"Cacna1h.2",1.54196012061125e-05,-1.37762892362011,0.93,0.945,0.182706854691227,"IntP.A2","Cacna1h"
"Pde9a.1",1.6518655660514e-05,-2.53155443815281,0.093,0.425,0.19572955092143,"IntP.A2","Pde9a"
