"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ppp3ca",3.72039832807644e-47,-2.09112984398179,0.706,0.99,4.40829997893778e-43,"Med.A1","Ppp3ca"
"Dynll2",4.02020647381406e-47,1.64463602888537,1,0.881,4.76354265082229e-43,"Med.A1","Dynll2"
"Frmpd4",4.25246413277144e-47,-3.71944821708594,0.734,0.952,5.03874475092088e-43,"Med.A1","Frmpd4"
"Strbp",4.88091311520696e-47,-2.06537010728519,0.587,0.983,5.78339395020873e-43,"Med.A1","Strbp"
"Park7",4.8917645791707e-47,1.73115243244469,0.982,0.774,5.79625184985936e-43,"Med.A1","Park7"
"Micu2",4.94581588983077e-47,-3.67399323165322,0.596,0.938,5.86029724786048e-43,"Med.A1","Micu2"
"Nav2",5.57044798942964e-47,-2.93795027794951,0.697,0.958,6.60042382267518e-43,"Med.A1","Nav2"
"Rgs4",5.80199300629424e-47,1.78522997832821,0.982,0.646,6.87478151315805e-43,"Med.A1","Rgs4"
"Epb41l4a",7.49728709737199e-47,-2.63606179871049,0.624,0.965,8.88353548167607e-43,"Med.A1","Epb41l4a"
"Akt3",8.6431263742106e-47,-2.16203777074797,0.468,0.958,1.02412404408021e-42,"Med.A1","Akt3"
"Baz2b",9.27863892363156e-47,-2.04274750132787,0.725,0.985,1.0994259260611e-42,"Med.A1","Baz2b"
"Hapln4",1.06459374681507e-46,2.11288117660355,0.936,0.378,1.26143713060117e-42,"Med.A1","Hapln4"
"Tpk1",1.12055727184838e-46,-2.01829425281939,0.734,0.99,1.32774831141314e-42,"Med.A1","Tpk1"
"Efnb2",1.30287071462247e-46,-3.18816843476256,0.211,0.9,1.54377150975617e-42,"Med.A1","Efnb2"
"Agap1",1.34160873270435e-46,-2.4771710842812,0.606,0.968,1.58967218738139e-42,"Med.A1","Agap1"
"Trio",1.86541286811264e-46,-1.98890537955983,0.78,0.985,2.21032770742667e-42,"Med.A1","Trio"
"Rtn1",2.33875132995972e-46,1.10419026875818,1,0.999,2.77118645086928e-42,"Med.A1","Rtn1"
"Csmd2",2.49898701798565e-46,-2.82429419965454,0.917,0.98,2.9610497176112e-42,"Med.A1","Csmd2"
"Ubl7",2.63751990961891e-46,1.82774764015846,1,0.632,3.12519734090745e-42,"Med.A1","Ubl7"
"Cdh18",3.00784614410385e-46,-3.27745033960795,0.569,0.944,3.56399689614865e-42,"Med.A1","Cdh18"
"Aco2",3.15318813129611e-46,1.45595842031098,1,0.883,3.73621261677276e-42,"Med.A1","Aco2"
"Tmem131l",3.3026065440302e-46,-2.56624522159456,0.394,0.949,3.91325849402138e-42,"Med.A1","Tmem131l"
"Kif5c",3.57536235784179e-46,1.44327303239143,1,0.958,4.23644685780674e-42,"Med.A1","Kif5c"
"Chsy3",3.58197612792787e-46,-2.81905067333564,0.807,0.978,4.24428351398173e-42,"Med.A1","Chsy3"
"Slc35f1",3.61361854728579e-46,-3.52034220325347,0.367,0.921,4.28177661667894e-42,"Med.A1","Slc35f1"
"Bicd1",3.74807837859538e-46,-2.30973396776077,0.661,0.982,4.44109807079767e-42,"Med.A1","Bicd1"
"Dip2b",4.02786464657154e-46,-2.20840192652149,0.725,0.989,4.77261681972262e-42,"Med.A1","Dip2b"
"Tubb6",4.85773920481476e-46,2.53574697503219,0.844,0.239,5.75593518378501e-42,"Med.A1","Tubb6"
"Faim2",5.14297424787066e-46,1.43119065484421,1,0.971,6.09391018630195e-42,"Med.A1","Faim2"
"Ncam2",5.3735735972934e-46,-2.3392194208116,0.716,0.973,6.36714735543295e-42,"Med.A1","Ncam2"
"Kcnq3",5.5646852019497e-46,-3.20227497856545,0.367,0.927,6.5935954957902e-42,"Med.A1","Kcnq3"
"Hspa12a",6.43748817644462e-46,1.21209697280489,1,0.98,7.62777974026923e-42,"Med.A1","Hspa12a"
"ENSMUSG00000039652",6.55541749854948e-46,-2.58026985729122,0.248,0.904,7.76751419403128e-42,"Med.A1","ENSMUSG00000039652"
"Cacna2d1",7.70158522098082e-46,-2.34431888644659,0.789,0.993,9.12560832834018e-42,"Med.A1","Cacna2d1"
"Sncg",7.84537730459134e-46,1.70798788839884,1,0.952,9.29598756821028e-42,"Med.A1","Sncg"
"Ebf3",8.09280031568513e-46,-2.1543158983966,0.826,0.987,9.58915909405531e-42,"Med.A1","Ebf3"
"Stx5a",8.17820819156979e-46,-2.4425306870061,0.165,0.886,9.69035888619104e-42,"Med.A1","Stx5a"
"Nme2",9.41064843405162e-46,1.68294944238931,0.991,0.85,1.11506773295078e-41,"Med.A1","Nme2"
"Ddx17",1.00360621286823e-45,-2.27343642846538,0.798,0.98,1.18917300162757e-41,"Med.A1","Ddx17"
"Rnpc3",1.01349599794814e-45,-2.82213523612687,0.266,0.919,1.20089140796875e-41,"Med.A1","Rnpc3"
"Rbms1",1.03023713933209e-45,-1.98855718723054,0.927,0.987,1.22072798639459e-41,"Med.A1","Rbms1"
"Phactr1",1.58894640004133e-45,-2.0110046718675,0.963,0.993,1.88274258940897e-41,"Med.A1","Phactr1"
"Impdh2",1.63353100011664e-45,1.71389713999123,0.991,0.805,1.93557088203821e-41,"Med.A1","Impdh2"
"Hmcn1",1.6434765688305e-45,-3.99395663487978,0.385,0.917,1.94735538640726e-41,"Med.A1","Hmcn1"
"Tlk1",1.82889486219603e-45,-2.42433347660507,0.468,0.937,2.16705752221608e-41,"Med.A1","Tlk1"
"Ralgps1",2.19967083475061e-45,-3.22734750205989,0.367,0.916,2.606389972096e-41,"Med.A1","Ralgps1"
"Elavl2",2.41406656644655e-45,-2.42640994636031,0.413,0.962,2.86042747458252e-41,"Med.A1","Elavl2"
"Sncaip",3.05114528136373e-45,-2.44862538130165,0.44,0.941,3.61530204388789e-41,"Med.A1","Sncaip"
"Osbpl10",3.8414847228069e-45,-2.47317856481767,0.56,0.947,4.55177524805389e-41,"Med.A1","Osbpl10"
"Nol4",4.08700535424987e-45,-3.02874542040755,0.44,0.931,4.84269264425067e-41,"Med.A1","Nol4"
"Parp8",4.33109047827316e-45,-4.45946437169666,0.11,0.858,5.13190910770587e-41,"Med.A1","Parp8"
"Olfm3",4.59985180573963e-45,-1.93165959061505,0.642,0.99,5.45036440462089e-41,"Med.A1","Olfm3"
"Lrrc7",4.67700479753874e-45,-3.61817985575722,0.431,0.914,5.54178298460366e-41,"Med.A1","Lrrc7"
"Bbs9",6.84410487838926e-45,-2.34534048325675,0.486,0.941,8.10957987040343e-41,"Med.A1","Bbs9"
"1810041L15Rik",7.0874937322935e-45,-3.10537789790884,0.725,0.965,8.39797132339457e-41,"Med.A1","1810041L15Rik"
"Apba1",7.34906781973759e-45,-2.23497302634252,0.45,0.961,8.70791045960707e-41,"Med.A1","Apba1"
"Fam172a",7.92346894558347e-45,-1.99977842839338,0.716,0.985,9.38851835362186e-41,"Med.A1","Fam172a"
"Ppm1h",8.26065111886915e-45,-2.59407342046802,0.44,0.935,9.78804551074806e-41,"Med.A1","Ppm1h"
"Brd1",8.8999514208501e-45,-2.2983592844658,0.321,0.941,1.05455524385653e-40,"Med.A1","Brd1"
"Olfm1",9.2136726265974e-45,1.14598514350947,0.991,0.989,1.09172806952553e-40,"Med.A1","Olfm1"
"Ahnak2",1.03615059418297e-44,1.65441204496566,0.982,0.816,1.22773483904741e-40,"Med.A1","Ahnak2"
"Klhl1",1.06170270427799e-44,-2.57437501983969,0.431,0.94,1.25801153429899e-40,"Med.A1","Klhl1"
"Txn1",1.34906068844309e-44,1.59758663300433,0.991,0.772,1.59850200973622e-40,"Med.A1","Txn1"
"Clasp1",1.50197928662161e-44,-2.59623478991966,0.495,0.956,1.77969525671794e-40,"Med.A1","Clasp1"
"Cnksr2",1.81528847791794e-44,-2.96475758550808,0.706,0.954,2.15093531748496e-40,"Med.A1","Cnksr2"
"Mnd1",1.8459007850996e-44,-3.85097982466669,0.183,0.875,2.18720784026451e-40,"Med.A1","Mnd1"
"Cacng2",2.09201636206551e-44,-2.84205833260977,0.495,0.93,2.47883018741142e-40,"Med.A1","Cacng2"
"Gpm6a",2.27269072077358e-44,-2.00855000714957,0.532,0.982,2.69291123504461e-40,"Med.A1","Gpm6a"
"Dgki",2.3598224290091e-44,-2.18108529352945,0.835,0.98,2.79615359613288e-40,"Med.A1","Dgki"
"Syt11",2.39000353323387e-44,1.45134979390859,0.991,0.909,2.83191518652881e-40,"Med.A1","Syt11"
"Cpeb2",2.52808062875543e-44,-2.7840723013254,0.174,0.9,2.99552273701231e-40,"Med.A1","Cpeb2"
"Pxdn",2.56009064399712e-44,-3.95202195664682,0.248,0.885,3.03345140407218e-40,"Med.A1","Pxdn"
"Pink1",2.85225580539897e-44,1.92440110393119,0.991,0.565,3.37963790381724e-40,"Med.A1","Pink1"
"Ryr3",3.04370418261109e-44,-2.13099545237791,0.881,0.979,3.60648508597588e-40,"Med.A1","Ryr3"
"Srsf5",3.07687145158008e-44,-2.64831912385139,0.174,0.919,3.64578498297724e-40,"Med.A1","Srsf5"
"S100b",3.11115890848687e-44,2.01925927951545,0.945,0.492,3.68641219066609e-40,"Med.A1","S100b"
"Dhcr24",3.14557847872307e-44,2.21074056866377,0.917,0.385,3.72719593943897e-40,"Med.A1","Dhcr24"
"Nefh",3.48484542021079e-44,2.11713422741578,0.972,0.76,4.12919333840776e-40,"Med.A1","Nefh"
"Chchd10",3.53466114608207e-44,1.64661648270702,0.982,0.906,4.18821999199265e-40,"Med.A1","Chchd10"
"Cp",3.67359218670532e-44,-3.02931971761598,0.284,0.9,4.35283938202714e-40,"Med.A1","Cp"
"Ext1",4.01411196622913e-44,-3.155909526558,0.321,0.9,4.75632126878489e-40,"Med.A1","Ext1"
"Dnajc1",4.53296146259297e-44,-2.3207089556502,0.33,0.949,5.37110603702642e-40,"Med.A1","Dnajc1"
"Atxn7l1",4.67736050730392e-44,-2.72088454183328,0.339,0.931,5.54220446510441e-40,"Med.A1","Atxn7l1"
"Dip2a",4.70591993290264e-44,-2.50327814534578,0.596,0.948,5.57604452849634e-40,"Med.A1","Dip2a"
"Large1",5.29990074264991e-44,-2.35113431622875,0.697,0.969,6.27985238996588e-40,"Med.A1","Large1"
"Eef2",5.61689889829465e-44,1.45177108215999,1,0.951,6.65546350458934e-40,"Med.A1","Eef2"
"Ube2e2",7.17118309962121e-44,-2.19570617166209,0.596,0.963,8.49713485474117e-40,"Med.A1","Ube2e2"
"Uqcr10",8.11077535156236e-44,1.46501908383729,0.991,0.875,9.61045771406624e-40,"Med.A1","Uqcr10"
"Nexmif",9.80517632431749e-44,-2.83833417362404,0.743,0.951,1.16181534266838e-39,"Med.A1","Nexmif"
"Gpi1",1.08764357256041e-43,1.49508028419917,0.991,0.912,1.28874886912682e-39,"Med.A1","Gpi1"
"Arglu1",1.18008029482863e-43,-1.59219167697264,0.78,0.996,1.39827714134244e-39,"Med.A1","Arglu1"
"Mllt11",1.29207673316528e-43,1.64268335664348,0.972,0.691,1.53098172112754e-39,"Med.A1","Mllt11"
"Hs3st5",1.45945612703924e-43,-2.32990694080056,0.642,0.968,1.7293095649288e-39,"Med.A1","Hs3st5"
"Cog6",1.90254527585324e-43,1.55220599027986,1,0.844,2.2543258973585e-39,"Med.A1","Cog6"
"Zfp521",1.94640620791889e-43,-2.11694194012148,0.633,0.975,2.30629671576309e-39,"Med.A1","Zfp521"
"Sptbn1",2.10008371884651e-43,1.07811034014008,1,0.999,2.48838919846124e-39,"Med.A1","Sptbn1"
"Stmn3",2.17609936184045e-43,1.62402361256104,0.991,0.931,2.57846013384475e-39,"Med.A1","Stmn3"
"Tagln3",2.40546358953411e-43,1.28435122378781,1,0.938,2.85023380723897e-39,"Med.A1","Tagln3"
"Phf20l1",2.85575612395091e-43,-2.05315574994428,0.468,0.959,3.38378543126944e-39,"Med.A1","Phf20l1"
"Tubb5",3.0151459737034e-43,2.17260345325767,0.927,0.367,3.57264646424116e-39,"Med.A1","Tubb5"
"Ndufa4",3.33768898876043e-43,1.39516806905838,1,0.942,3.95482768278223e-39,"Med.A1","Ndufa4"
"Vrk3",3.40704545355162e-43,-2.97032325484778,0.211,0.892,4.03700815791332e-39,"Med.A1","Vrk3"
"Tbc1d10b",3.46114438933322e-43,-2.87423429339591,0.083,0.846,4.10110998692093e-39,"Med.A1","Tbc1d10b"
"Scg5",3.70674005882152e-43,1.35986895836754,1,0.924,4.39211629569762e-39,"Med.A1","Scg5"
"Ndufab1",4.22734187352708e-43,1.41712973365491,0.982,0.909,5.00897738594224e-39,"Med.A1","Ndufab1"
"Nr3c2",4.44649280649323e-43,-2.05259915707855,0.55,0.968,5.26864932641383e-39,"Med.A1","Nr3c2"
"Idh3a",5.88088745939805e-43,1.72095190827853,0.982,0.841,6.96826355064075e-39,"Med.A1","Idh3a"
"Kcnip4",6.2069441996165e-43,-1.88485007797986,0.936,0.993,7.35460818212559e-39,"Med.A1","Kcnip4"
"Chst11",6.60707882049649e-43,-2.58176553785178,0.495,0.937,7.8287276944063e-39,"Med.A1","Chst11"
"Apmap",9.51859008222405e-43,1.63604909934187,0.991,0.782,1.12785773884273e-38,"Med.A1","Apmap"
"Mmp16",1.28286975256411e-42,-3.58287552311153,0.44,0.913,1.52007236981322e-38,"Med.A1","Mmp16"
"Cdk8",1.28354939089139e-42,-3.39296035149736,0.174,0.867,1.5208776732672e-38,"Med.A1","Cdk8"
"Uhrf2",1.30331482662082e-42,-2.49058624502003,0.339,0.923,1.54429773806301e-38,"Med.A1","Uhrf2"
"Phip",1.39387400565607e-42,-2.11577775146969,0.495,0.945,1.65160130930188e-38,"Med.A1","Phip"
"U2surp",1.42080539323843e-42,-1.7544743131394,0.716,0.986,1.68351231044821e-38,"Med.A1","U2surp"
"Syt2",1.43022318868359e-42,2.06265897248062,0.917,0.35,1.69467145627118e-38,"Med.A1","Syt2"
"Pacsin1",1.65346674378266e-42,1.69265226128168,0.982,0.774,1.95919274470807e-38,"Med.A1","Pacsin1"
"Ppa1",1.72053929568929e-42,1.554672531224,0.982,0.92,2.03866701146224e-38,"Med.A1","Ppa1"
"Dctn3",1.97217164533089e-42,1.60378564061106,0.972,0.725,2.33682618255257e-38,"Med.A1","Dctn3"
"Atp9b",2.11164783416715e-42,-2.11923310147042,0.661,0.956,2.50209151870465e-38,"Med.A1","Atp9b"
"Arhgap39",2.49597608736853e-42,-2.21524385927416,0.853,0.972,2.95748206592297e-38,"Med.A1","Arhgap39"
"Exoc6b",3.29805720071462e-42,-2.06496574926595,0.624,0.962,3.90786797712675e-38,"Med.A1","Exoc6b"
"Mdga2",3.46302148230986e-42,-1.79970700510045,0.881,0.992,4.10333415438895e-38,"Med.A1","Mdga2"
"Cltb",3.84253896241664e-42,1.8060047745611,0.982,0.787,4.55302441656748e-38,"Med.A1","Cltb"
"Pspc1",3.86377799437825e-42,-2.11143486650547,0.321,0.949,4.57819054553879e-38,"Med.A1","Pspc1"
"9930021J03Rik",4.75475600965457e-42,-1.87204422956685,0.349,0.944,5.6339103958397e-38,"Med.A1","9930021J03Rik"
"Exoc6",4.7830443558283e-42,-2.39052584252418,0.404,0.935,5.66742925722095e-38,"Med.A1","Exoc6"
"Fars2",4.82765498145669e-42,-2.04422128743789,0.908,0.989,5.72028838752804e-38,"Med.A1","Fars2"
"Nedd4",6.096842077131e-42,-4.24677977003637,0.11,0.83,7.22414817719253e-38,"Med.A1","Nedd4"
"Dph6",7.47720505597123e-42,-2.05813827853447,0.651,0.973,8.85974027082031e-38,"Med.A1","Dph6"
"Dlg1",7.6578815509539e-42,-2.39951924918725,0.459,0.907,9.07382384972528e-38,"Med.A1","Dlg1"
"Pdzrn4",8.23379311739923e-42,-2.6955216385543,0.661,0.941,9.75622146480634e-38,"Med.A1","Pdzrn4"
"Scfd2",8.24242121129785e-42,-3.17790117518473,0.44,0.906,9.76644489326682e-38,"Med.A1","Scfd2"
"Gbe1",8.25650022319174e-42,-2.33210780262745,0.202,0.917,9.7831271144599e-38,"Med.A1","Gbe1"
"Msi2",8.27744556129374e-42,-2.10052028034303,0.972,0.992,9.80794524557696e-38,"Med.A1","Msi2"
"Unc79",8.98921209654673e-42,-2.47923707746357,0.697,0.958,1.06513174131982e-37,"Med.A1","Unc79"
"Adcy5",9.83246193581799e-42,-3.79242102869679,0.248,0.862,1.16504841477507e-37,"Med.A1","Adcy5"
"Btbd11",9.84160817334771e-42,-3.14307293278117,0.532,0.913,1.16613215245997e-37,"Med.A1","Btbd11"
"Mta3",1.16858790127084e-41,-2.22482338631476,0.266,0.888,1.38465980421582e-37,"Med.A1","Mta3"
"Dnm1",1.16915152711177e-41,1.24897638097709,0.991,0.993,1.38532764447474e-37,"Med.A1","Dnm1"
"Galntl6",1.21015054269107e-41,-4.27151193255748,0.532,0.913,1.43390737803465e-37,"Med.A1","Galntl6"
"Hspd1",1.211695886777e-41,1.58663028225747,0.982,0.749,1.43573845624207e-37,"Med.A1","Hspd1"
"Sh3pxd2a",1.31870063603325e-41,-2.27368602035375,0.78,0.975,1.56252838363579e-37,"Med.A1","Sh3pxd2a"
"Sesn3",1.52096928021637e-41,-3.53914833225609,0.22,0.862,1.80219650012838e-37,"Med.A1","Sesn3"
"Rapgef2",1.53840707832346e-41,-1.87632529490877,0.761,0.992,1.82285854710547e-37,"Med.A1","Rapgef2"
"Kmt2e",1.54609525239877e-41,-1.90183376005504,0.578,0.98,1.83196826456731e-37,"Med.A1","Kmt2e"
"Fbxo2",1.74124066420868e-41,2.06764723665229,0.954,0.586,2.06319606302087e-37,"Med.A1","Fbxo2"
"Slit2",1.8184704825524e-41,-1.7425286632037,0.991,0.999,2.15470567477633e-37,"Med.A1","Slit2"
"Ghitm",1.84389787854708e-41,1.65346986218145,0.991,0.767,2.18483459629044e-37,"Med.A1","Ghitm"
"Clasp2",1.84791185469319e-41,-2.11538235638671,0.67,0.968,2.18959075662596e-37,"Med.A1","Clasp2"
"Arhgef7",1.88514920565582e-41,-2.58908127987101,0.385,0.927,2.23371329378158e-37,"Med.A1","Arhgef7"
"Zfp804a",1.97637038623302e-41,-2.15305630894322,0.881,0.986,2.3418012706475e-37,"Med.A1","Zfp804a"
"Stard10",2.0810984501277e-41,1.95377263566572,0.991,0.615,2.46589355355631e-37,"Med.A1","Stard10"
"Sult4a1",2.25788120963552e-41,1.36727794546683,1,0.959,2.67536344529713e-37,"Med.A1","Sult4a1"
"Adgrl2",2.37018917581988e-41,-1.98608847491437,0.789,0.98,2.80843715442898e-37,"Med.A1","Adgrl2"
"Pfn2",2.49527838869584e-41,1.44105591670374,1,0.945,2.9566553627657e-37,"Med.A1","Pfn2"
"Adcy1",2.87785580203981e-41,-2.11274965370673,0.661,0.966,3.40997133983697e-37,"Med.A1","Adcy1"
"Atp6v1g1",3.32210359155516e-41,1.41321177391852,1,0.886,3.93636054563371e-37,"Med.A1","Atp6v1g1"
"Zcchc7",3.4914427790093e-41,-2.2064285409707,0.422,0.91,4.13701054884812e-37,"Med.A1","Zcchc7"
"Hcn1",3.7059492017413e-41,-3.30466823915831,0.376,0.89,4.39117920914326e-37,"Med.A1","Hcn1"
"Hdac7",4.25185073582177e-41,-2.44180203041455,0.596,0.954,5.03801793687522e-37,"Med.A1","Hdac7"
"Mif",4.54673421495859e-41,1.51852128401872,0.963,0.857,5.38742537130443e-37,"Med.A1","Mif"
"Ppp4r1",6.15600352933135e-41,-3.97672384911173,0.174,0.844,7.29424858190471e-37,"Med.A1","Ppp4r1"
"Fry",7.99675168660169e-41,-1.86361921765617,0.67,0.979,9.47535107345435e-37,"Med.A1","Fry"
"Wbp2",8.13176248920333e-41,1.93175498354338,0.963,0.49,9.63532537345702e-37,"Med.A1","Wbp2"
"Hps3",8.20351824052886e-41,-3.64722796967668,0.422,0.879,9.72034876320265e-37,"Med.A1","Hps3"
"Sfmbt2",9.75162312340091e-41,-3.45630749821491,0.284,0.872,1.15546982389177e-36,"Med.A1","Sfmbt2"
"Crybb1",1.05286257215249e-40,-2.56507140523925,0.165,0.865,1.24753686174348e-36,"Med.A1","Crybb1"
"Hectd2",1.23205422851587e-40,-3.56157741817456,0.147,0.841,1.45986105536846e-36,"Med.A1","Hectd2"
"Cntn1",1.2723502474904e-40,-1.06023783471576,0.982,1,1.50760780825138e-36,"Med.A1","Cntn1"
"Lrch1",1.48574343756346e-40,-1.81912601340213,0.587,0.933,1.76045739916894e-36,"Med.A1","Lrch1"
"Lrba",1.50237251174699e-40,-1.91945878599625,0.872,0.985,1.780161189169e-36,"Med.A1","Lrba"
"Tenm3",1.56647202580873e-40,-2.88497279320828,0.596,0.935,1.85611270338077e-36,"Med.A1","Tenm3"
"Camk4",1.60478162005213e-40,-1.9212703217439,0.817,0.98,1.90150574159976e-36,"Med.A1","Camk4"
"Ndufb7",1.61566107231617e-40,1.62165749888683,0.954,0.639,1.91439680458743e-36,"Med.A1","Ndufb7"
"Pan3",1.63319358553013e-40,-3.59961844517287,0.349,0.874,1.93517107949465e-36,"Med.A1","Pan3"
"ENSMUSG00000031840",1.70633415382638e-40,1.62100462277572,0.872,0.308,2.02183533886888e-36,"Med.A1","ENSMUSG00000031840"
"Atp5d",2.22495283920008e-40,1.58120593930785,0.963,0.763,2.63634661916817e-36,"Med.A1","Atp5d"
"Ndufb9",2.22961747705371e-40,1.38300520578341,0.982,0.933,2.64187374856094e-36,"Med.A1","Ndufb9"
"Mdh2",2.23378687408438e-40,1.51419599753026,0.991,0.801,2.64681406710258e-36,"Med.A1","Mdh2"
"Camk1d",2.53173037091144e-40,-3.3028146196161,0.514,0.914,2.99984731649297e-36,"Med.A1","Camk1d"
"Brca2",3.77286820037754e-40,-3.08496940983374,0.138,0.836,4.47047153062734e-36,"Med.A1","Brca2"
"Ascc3",4.04367573241875e-40,-2.39688964538805,0.33,0.903,4.79135137534298e-36,"Med.A1","Ascc3"
"Gdi2",4.07278071417635e-40,1.46921383465437,0.982,0.868,4.82583786822756e-36,"Med.A1","Gdi2"
"Gys1",4.21707961263652e-40,-2.25665147393939,0.239,0.861,4.99681763301302e-36,"Med.A1","Gys1"
"Hk1",4.2472124878396e-40,1.34801728955924,1,0.896,5.03252207684114e-36,"Med.A1","Hk1"
"Calcrl",4.25650302144823e-40,-2.64317488470436,0.257,0.885,5.04353043011401e-36,"Med.A1","Calcrl"
"Arhgap21",4.33532799439126e-40,-2.10667340233384,0.569,0.954,5.13693014055421e-36,"Med.A1","Arhgap21"
"Mfn1",4.34523547186684e-40,-2.3002822169488,0.367,0.928,5.14866951061502e-36,"Med.A1","Mfn1"
"Inpp4b",5.20769380032209e-40,-2.04945481018199,0.798,0.986,6.17059638400164e-36,"Med.A1","Inpp4b"
"Pafah1b1",5.65127075667337e-40,1.3272941013453,1,0.958,6.69619071958227e-36,"Med.A1","Pafah1b1"
"Tshz2",5.89977007860173e-40,-2.34363478499413,0.633,0.955,6.99063756613519e-36,"Med.A1","Tshz2"
"0610010F05Rik",6.99012205782479e-40,-1.94950057468613,0.642,0.966,8.2825956263166e-36,"Med.A1","0610010F05Rik"
"Slc25a12",7.54417173603027e-40,-1.69388979608928,0.624,0.986,8.93908909002227e-36,"Med.A1","Slc25a12"
"Arhgap17",7.75886042595839e-40,-3.38147690282257,0.477,0.892,9.1934737187181e-36,"Med.A1","Arhgap17"
"Serinc3",8.32162653741944e-40,1.8557584790564,0.954,0.524,9.86029528418829e-36,"Med.A1","Serinc3"
"Snx29",9.31428624606493e-40,-2.04464794126615,0.431,0.942,1.10364977729623e-35,"Med.A1","Snx29"
"Cox7a2",1.07174245021593e-39,1.36655697545833,1,0.861,1.26990762926086e-35,"Med.A1","Cox7a2"
"Klf12",1.12875663650932e-39,-2.36327581761123,0.422,0.923,1.33746373859989e-35,"Med.A1","Klf12"
"Ptprs",1.22163095133058e-39,-1.63321323273581,0.725,0.985,1.4475105142316e-35,"Med.A1","Ptprs"
"Tia1",1.29356012429671e-39,-2.12832715158561,0.156,0.888,1.53273939127917e-35,"Med.A1","Tia1"
"Idh3b",1.3313144375762e-39,1.70159011441582,0.982,0.756,1.57747447708403e-35,"Med.A1","Idh3b"
"Mllt10",1.49720389450988e-39,-2.51706014650485,0.193,0.867,1.77403689460475e-35,"Med.A1","Mllt10"
"Snu13",1.70447699717789e-39,1.91434812209164,0.917,0.587,2.01963479395608e-35,"Med.A1","Snu13"
"Pimreg",1.76052919590566e-39,-2.05631011440159,0.541,0.952,2.08605104422862e-35,"Med.A1","Pimreg"
"Slc9a8",2.0481239185586e-39,-1.76696896171065,0.688,0.982,2.42682203110008e-35,"Med.A1","Slc9a8"
"Ndufb6",2.05244037657902e-39,1.39140533503919,0.982,0.74,2.43193660220848e-35,"Med.A1","Ndufb6"
"Cttnbp2",2.06079626117544e-39,-2.6251071564381,0.56,0.93,2.44183748986678e-35,"Med.A1","Cttnbp2"
"Aes",2.12833104279067e-39,1.54632473124432,0.972,0.68,2.52185945260267e-35,"Med.A1","Aes"
"Ptk2",2.27317962555871e-39,-2.36187535076457,0.596,0.945,2.69349053832451e-35,"Med.A1","Ptk2"
"Kcnq2",2.35417996547752e-39,-2.47371716339639,0.881,0.959,2.78946784109432e-35,"Med.A1","Kcnq2"
"Mpdz",2.40998316618963e-39,-2.44774859252136,0.312,0.912,2.85558905361809e-35,"Med.A1","Mpdz"
"Ppp1r14c",2.72964725095133e-39,-4.20730631234942,0.284,0.851,3.23435902765223e-35,"Med.A1","Ppp1r14c"
"Syt14",2.86629762814522e-39,-3.76024611041489,0.275,0.848,3.39627605958927e-35,"Med.A1","Syt14"
"Map7",2.92657685028453e-39,-1.64874407422218,0.697,0.983,3.46770090990214e-35,"Med.A1","Map7"
"Acot7",2.99439444726047e-39,1.44363388654895,0.991,0.772,3.54805798055893e-35,"Med.A1","Acot7"
"Sema6a",3.02653157204065e-39,-2.29445524370867,0.606,0.944,3.58613725971097e-35,"Med.A1","Sema6a"
"Ablim1",3.04067737915663e-39,-1.96938977802805,0.716,0.968,3.60289862656269e-35,"Med.A1","Ablim1"
"Reep5",3.06569865717896e-39,1.60898539364414,0.982,0.753,3.63254633889135e-35,"Med.A1","Reep5"
"St7",3.42116897741482e-39,-2.36019237429598,0.532,0.94,4.05374312133882e-35,"Med.A1","St7"
"Rsu1",3.65924233100869e-39,-2.08673641669532,0.495,0.944,4.33583623801219e-35,"Med.A1","Rsu1"
"Stxbp5l",3.68606861173595e-39,-1.71428400667173,0.908,0.992,4.36762269804593e-35,"Med.A1","Stxbp5l"
"Bphl",4.05561255393687e-39,1.4509617257048,0.982,0.869,4.8054953151598e-35,"Med.A1","Bphl"
"Sgcz",4.47143423228239e-39,-2.23167732041647,0.817,0.978,5.29820242183141e-35,"Med.A1","Sgcz"
"Ercc6",4.66490298290403e-39,-2.75188718281166,0.248,0.868,5.52744354444298e-35,"Med.A1","Ercc6"
"Kif13b",5.49837925289699e-39,-2.4671265964922,0.358,0.899,6.51502957675765e-35,"Med.A1","Kif13b"
"Enox1",5.7642131690494e-39,-2.60987888440644,0.954,0.979,6.83001618400664e-35,"Med.A1","Enox1"
"Fam208b",6.58253900046635e-39,1.42078306804249,0.982,0.892,7.79965046165258e-35,"Med.A1","Fam208b"
"Ammecr1",7.06375193086532e-39,-2.58489359531839,0.633,0.914,8.36983966288232e-35,"Med.A1","Ammecr1"
"Ankrd29",7.36810155935368e-39,-2.10296849014898,0.193,0.846,8.73046353767818e-35,"Med.A1","Ankrd29"
"Magi1",8.07719922008596e-39,-1.87591447077356,0.532,0.958,9.57067335587985e-35,"Med.A1","Magi1"
